id,output
34323697,267.2292244800192
29927138,220.17458261915453
120362,232.00956286698056
31838301,61.71946567026316
7244824,105.18797708140482
4841187,218.18980574408488
18909989,56.349711226837826
22232269,167.90190985186928
8272818,150.84500201379706
4041189,206.40588160272455
26663507,154.5038056709309
35196447,161.12826296234562
31315991,84.33213088274351
29604741,238.47809760783275
3574304,142.85557929503557
6006661,167.5724500360593
23875745,174.21174317380064
11611809,212.24403722941497
35283631,164.19295845698798
5579147,197.605070864578
18943821,53.94813978626917
18429093,269.2308253174997
16345072,182.7221366652011
7091125,226.06127142112382
34419834,229.73442594048538
21433001,176.0846318515978
25799863,155.5997571180851
32557722,265.8685065555692
19763298,101.11632751944853
6348972,155.58108894590987
21440192,159.68442221864098
4279260,154.94390880873834
36024957,237.99989071466553
15984905,128.94380166570772
21211369,184.9585068208762
2509093,111.39547096489696
5849810,15.32524622719211
7972839,188.36235340021813
21461540,182.8863406028977
22436581,105.44387532546534
22247787,83.06209610609949
21175996,195.8501553586466
7710442,180.21416196919017
3363462,204.80864119427133
4867016,144.85182724336482
832157,56.372916675230954
31711274,103.97197510852857
35344056,223.50374973951693
28835184,137.4516006068152
21624828,94.00536115045543
5663222,75.72790935568628
4103970,125.50037251760659
30940831,81.71924850170763
26465686,191.53753073626285
582272,78.60345640008018
29517788,190.92286722992867
22898351,116.23370885638724
21756084,49.87731154765788
34498765,254.67726583150943
33275808,189.24949403612118
30288537,133.10099959555373
26606648,80.72747856396018
26949336,138.50947523008654
8211513,78.20817948297918
32241239,220.38989754627983
20119649,165.91666845383588
21607402,93.4685837841389
33472626,138.8408886861289
34638258,268.3313548994993
1621235,67.20664940514689
22698756,163.58767454697227
1970697,69.04522496313439
13478244,188.07382583225262
30011527,200.56581156345055
35289022,198.0535852927933
29542012,183.86421248742408
35871511,264.0409191180297
32239034,257.020816893084
9351013,182.8769421424804
36472171,112.00102259109553
21289989,58.8026909318869
16405668,279.204730221958
26865113,90.93339419057156
35770783,194.10053438723844
12407244,111.51146205279656
14992784,92.26547222237423
14933893,103.73585882542102
16055176,205.2525763947051
6450240,75.48924440399423
23026346,179.78135391634714
21970259,100.20144961752521
5094593,3.066579243473825
13811490,168.18939929886255
34340758,219.38944727784838
11497938,259.04804563218204
10270377,105.342909663108
20358824,37.28424898760568
17192309,178.39945217068453
36077745,210.87477392077562
13614714,201.50998808474833
741154,203.60599752613052
22186114,53.96946046777157
24710755,160.2071909533188
24659224,122.15364079437131
31717837,169.2551219596353
3808323,65.29372609547136
29227369,250.61577506068716
7124028,227.217231060451
26167182,196.85163325152826
32939925,107.68868669989752
11433561,202.65196740667307
11509497,64.89602393295354
29095078,108.2392615535864
21331808,144.82606342240615
27385494,286.7644713587215
35086252,194.97423569941748
3971580,220.39499065173004
35985851,216.43442042643437
9613369,224.3331600864185
27250960,160.64435699240858
21995883,113.30327452079655
8523742,198.2266477204903
34967524,103.71644213108084
12322066,69.70906659376487
19287758,104.5140988390558
35464315,239.75693426580256
24912450,104.32952916669456
12835123,190.85823129802884
30962509,228.60759324781247
2126376,88.18326911353506
22088276,217.05694552992645
33400552,105.77180793562002
35222567,94.30317861450021
14234561,143.76589888978924
20702398,-7.93282342171733
33064805,221.89236163040187
28958526,259.19077165030467
25225344,212.91376721224515
44506,223.58630906688632
36129014,85.67913763810793
6677647,85.68300750741037
31533891,216.09380860655074
18342727,89.12108161141805
32381165,309.3542873952465
35425436,82.58274804832763
7133306,64.16407498137414
23607625,179.11722638841457
32365636,282.29849371781165
7074961,175.12566521327972
16423090,39.94208406184043
20641793,174.383579586618
1654551,226.6258493432033
36353835,170.11621797684347
28359897,141.10261933173024
36076098,263.1183791854346
17321243,135.9408692338402
15374796,145.96346629562322
25518930,179.33496615961485
34687035,108.9918949602361
22531866,95.35419921598077
25895122,196.49116400940693
3137426,183.19320792346844
5200433,105.32839237758162
17505594,199.1510612889615
548184,154.49502356661105
4430657,95.5267594478355
486350,184.30282083219936
36381795,199.5116551301835
15238740,127.38288765486504
11035889,111.64755950082326
21711690,86.46472350786644
31224372,111.4536101517806
669633,181.66593639413622
11822434,167.8361670377053
128975,218.10178039507446
28633104,156.3219568713248
24538110,218.63547160034796
32543311,176.3700125144387
27876063,81.68034413627902
35376213,186.79294509953615
21871576,184.40377702934347
3070876,163.78183086281206
7400486,160.5628073091866
21898551,185.0102072100417
22762560,221.67517697699805
31436965,199.34792913245474
30905035,205.6192237363648
32929482,26.60587370795838
25803743,119.38217515622819
20482151,193.90053094490577
22545117,80.70577020002384
24893756,164.63791645056335
32116711,117.649063975623
32237566,258.81158156531455
22339757,109.77579406205041
34087749,260.50876593631983
23045850,64.1002223269461
19876641,184.3357207996669
27959042,282.6880398130379
5309343,256.1198073258929
15888785,73.80575003538252
3929669,178.956044751023
20070187,165.22233873354708
35717508,237.82697235825617
31341298,99.29163182412594
5216799,177.63916380935552
23042836,200.0985637449703
26749932,102.4262570710489
33558445,246.7385248236751
29825538,217.73776101747353
34593055,271.38369762451475
12846584,182.3312389093917
36282337,186.6892359534104
22936827,57.775340628417325
10123090,231.37871827674098
25262795,189.8701844316529
2451647,59.336318132074666
35900353,283.3451770480169
21215200,211.3952255076074
35943648,225.06008986698725
15798809,49.78178727755585
32866678,253.43446718514315
11687738,236.37643713462603
9778978,207.21068400996592
21025840,70.15852392604575
24978091,213.22698763560038
19716375,69.41413728013868
16308331,74.2455488993728
6968520,212.95306747443828
22956809,70.17337010375195
698327,176.79213799534045
27589169,89.36779408994335
31599484,204.72311756807903
32812845,174.63255985979777
33529806,174.88782027576235
4735505,120.27426294016186
24066510,134.4157699901043
22654987,138.26790039731713
2650690,148.3424818981366
16032177,211.94156220174773
30227667,276.0592935317036
22019218,75.62595887580392
22843793,151.38268597217393
31212220,198.06227233614482
16525573,239.27780306820205
14689860,208.41667986376706
22779542,191.8607406068768
7744805,167.4068266541217
7853584,200.70700682588358
35568112,270.2714843651993
32252006,190.66265267033305
5842819,91.24179196285695
35010433,102.05110899918509
29654013,57.117459555956884
15816930,28.161727554492245
27526910,195.97633839518676
7369852,90.46946319928975
31293545,210.9095010531746
30093843,189.22220048333838
9999939,122.7319903309326
23897524,121.30941281937703
32664246,188.61521766598162
18811240,206.2116106233443
11569227,146.35743555823865
7421930,198.13317832636676
14787061,95.49968682762119
23303297,88.80329958126822
19181881,225.52992203646863
4738946,111.22438667189999
33112368,63.13731000274856
19341760,178.4123076526157
1843674,205.51148478098912
15496616,298.12460281400126
4503472,201.78842922555486
30793033,148.29155538773193
6261696,43.37900834521133
17892920,217.71086414324964
31389656,229.62014724392793
18094196,208.6320822443522
14827418,135.76970148411056
20187779,91.57746978956129
4746171,203.9790120237376
36302780,196.4020472798802
19490059,137.02994897114695
14442338,289.4255077755661
28736904,223.49875380353478
30765849,274.6150115619748
35005793,259.6081444962765
6283933,96.79267822403199
9944808,134.17404415833153
31286946,-22.54144338711194
30071905,183.97272965971933
3832932,8.790310756259714
12387215,112.99938484842278
17848627,123.3633191533736
8269681,157.95120294995286
11869400,149.71436656198784
19037873,150.4254832740262
31148287,198.83940505173814
36031639,74.35228559278039
33627195,111.58956103117089
13217755,117.52394236169494
27623360,205.63509545383567
32545827,190.75803294356592
19306614,92.77863190752396
34370542,198.31419842819014
13027960,170.85476630865014
12622115,166.72569213913812
13115616,183.628862873833
31088379,46.83535846051382
21224447,250.3464853506739
16751874,62.64764833828667
20832768,181.09940931948222
1102942,254.72629290764598
9633920,160.38127629398514
34745985,273.8509157899025
652515,259.8101005309654
35870390,303.9401257476202
16302869,55.41837182622112
34490354,192.56850415535155
9609800,107.62150792570901
19085687,82.3852858712853
2022958,212.08669116298552
29124172,62.94494619777106
14381060,48.30904536988237
5261712,105.61238229169976
35709825,279.14885498853255
34152598,35.68019687884953
33885308,78.76845310228964
8309474,83.44176727447484
20431492,69.83604397693125
19015637,206.72516719825944
11309973,277.32843830352795
23765706,255.63671368495852
8323015,178.0041024668535
19825578,123.04599193808099
29754544,29.94526131562452
27216072,293.80647300383134
31233576,200.5563815068599
19913191,233.1926444581186
2100887,218.69864636570856
18704012,80.04675324841082
36287314,194.71644850283337
13800652,100.5401853829826
8320129,273.77227844353183
20193790,87.71335099705902
16141887,48.584172783645045
6161282,168.41975590080983
282514,68.04349242737226
22337421,56.429667060067004
35353172,73.04665129371278
6619100,216.182333252822
20649687,208.4287641014962
7663043,198.6644309498006
9791362,96.80989835231594
31122807,187.80863776597107
1077176,210.5120012103216
19715121,145.54687285878754
1797025,129.7890388020387
11146878,193.70597533406544
13173415,144.22046940338623
26489146,167.2683911930726
19853343,79.09812502495333
24288869,84.95398098776786
29391342,225.97294247875107
27725844,54.480223019338155
7545751,100.2296989636161
4978241,242.68501948304765
35864796,256.4123535478939
8145339,214.54081127998506
19915657,118.37216857671592
13248742,101.02180317357852
33942517,222.82805861130328
14417576,211.9437724294403
15333336,120.08995033414976
9867629,229.4594516185898
21902630,137.11171004186326
177421,199.56535755102232
7140625,105.24589732455934
22321322,212.14017015932768
13752672,60.97277666989976
174966,218.35243487963453
12025076,156.53188129533373
15550900,189.5339557992629
13209699,77.63399484912952
24431205,109.07523580254201
30734595,242.32207560039387
12681206,153.02308031856228
20794837,96.51796579034271
19348168,46.5563140420054
19390119,193.83385905058094
2331148,211.58169963221007
11650429,182.65232630210812
12064423,68.474185536179
554165,181.0233357783727
27329585,142.8199737314717
17908179,179.67915999714023
24041447,165.35519703407772
33972459,242.2139918330795
30731670,93.04206124653138
9509369,156.11192819537246
34065052,87.23971970562707
45393,267.6609927299505
9250241,191.90068932697613
21860693,116.98519420781668
412180,162.85630531080096
26947508,287.2377081624509
2994536,78.26504463467427
23913344,237.50709373730206
2969919,130.41577337906347
24635506,86.98081401663512
4994266,209.29242422779498
9777669,208.3822520156391
21313668,222.88449248833786
30741199,200.96164120492904
277207,154.42510291933286
17006745,86.60143999324646
17824129,213.51471836961719
19639687,192.4935041138815
26948057,259.4372400735374
9882254,206.0417014261766
18958724,45.86088733786892
22379163,61.16541887236963
